Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market,Price_Per_Sqft,Market_Age_Ratio,Amenities_Score,Price_Volatility,Absorption_Rate,Region_Risk,Inflation_Adjusted_Price,Risk_Score,Risk_Cluster_Label
2019-01-05 09:07:49.846984698,7231136.0,Sale,Land,3187.0,Downtown Dubai,25.0,46.0,6.0,3.0,"Parking, Elevator, Pool",North,Under Construction,3.65,5.58,3.91,Recession,10.0,9153333.0,56.0,0.08053147942857762,0.016469745793054064,0.5,0,0.8461538461538461,0.48231486504342186,0.45889459246487985,0.8734466380536952,High Risk
2019-01-05 13:30:39.423942394,2099243.0,Sale,Villa,2749.0,Dubai Marina,32.0,27.0,4.0,2.0,Gym,East,Under Construction,3.4,5.71,3.67,Stable,5.45,11530506.0,248.0,0.026254374361884495,0.0022129333661175315,0.0,0,0.31868131868131866,0.0763103303284435,0.10918733593698887,0.6653077607557242,High Risk
2019-01-05 17:53:29.000900090,10372684.0,Rent,Apartment,8690.0,Downtown Dubai,25.0,45.0,5.0,3.0,"Pool, Elevator, Garden, Gym",South,Renovated,2.7,4.44,3.91,Stable,3.46,10977576.0,332.0,0.041768317350886854,0.0027578599007170436,0.75,0,0.08791208791208792,0.23938192982747514,0.6662888649405861,0.4607924468656094,Medium Risk
2019-01-05 22:16:18.577857785,10283300.0,Sale,Apartment,3378.0,Downtown Dubai,43.0,46.0,3.0,3.0,"Elevator, Gym, Garden, Parking, Pool",Unknown,New,3.97,2.67,3.58,Growth,4.26,981004.0,316.0,0.10848600742601505,0.002961436940706882,1.0,0,0.13186813186813187,0.2921905880935768,0.6688372629606351,0.4943444884689436,Medium Risk
2019-01-06 02:39:08.154815481,1601292.0,Unknown,Penthouse,14416.0,Dubai Marina,13.0,8.0,5.0,3.0,Pool,West,Needs Renovation,2.99,3.14,3.59,Growth,5.06,8608571.0,19.0,0.0027278404608235976,0.00816326530612245,0.0,0,0.9478021978021978,0.0540437116722471,0.07493901119680393,0.4271617719498936,Medium Risk
2019-01-06 07:01:57.731773177,6117568.0,Rent,Land,5084.0,Dubai Marina,0.0,34.0,1.0,2.0,"Parking, Pool",North,Under Construction,3.52,4.78,3.58,Stable,1.29,7556095.0,278.0,0.042113280572106726,0.0024870163119011046,0.25,0,0.23626373626373626,0.05263718231499178,0.3825641712873811,0.41192332529135905,Medium Risk
2019-01-06 11:24:47.308730873,5622349.0,Sale,Penthouse,12335.0,Unknown,31.0,40.0,1.0,5.0,"Elevator, Gym, Pool, Garden",Unknown,Renovated,4.84,4.24,3.77,Stable,7.03,3296837.0,147.0,0.015160238959995695,0.005515719801434087,0.75,0,0.5961538461538461,0.26363146494698736,0.35376795821140156,0.7397423459502817,High Risk
2019-01-06 15:47:36.885688568,7361622.0,Sale,Penthouse,11418.0,Palm Jumeirah,46.0,38.0,5.0,3.0,"Pool, Elevator, Gym",South,Under Construction,2.86,3.83,3.82,Growth,3.15,7665398.0,173.0,0.02197390806009454,0.004456955195871452,0.5,0,0.5247252747252747,0.1546707477567378,0.4639579472381567,0.3869982929255803,Medium Risk
2019-01-06 20:10:26.462646264,4361971.0,Rent,Apartment,4749.0,Business Bay,28.0,16.0,1.0,5.0,"Garden, Parking, Elevator, Gym, Pool",North,Under Construction,2.98,4.73,3.9,Growth,1.64,2759251.0,290.0,0.03184298619457722,0.0011220983238656287,1.0,0,0.2032967032967033,0.04771453980216724,0.2616516872672102,0.37949396724479784,Medium Risk
2019-01-07 00:33:16.039603960,1241592.0,Sale,Villa,5003.0,Downtown Dubai,4.0,49.0,4.0,2.0,"Elevator, Gym, Pool, Parking, Garden",East,New,4.97,4.42,3.78,Recession,8.34,686573.0,149.0,0.007670901404371371,0.006666666666666666,1.0,0,0.5906593406593407,0.06906675849886373,0.05222236287787468,0.8152224738594713,High Risk
2019-01-07 04:56:05.616561656,13032415.0,Rent,Land,3391.0,Jumeirah,48.0,26.0,2.0,3.0,Parking,West,Under Construction,2.96,3.99,3.62,Growth,5.3,7665398.0,188.0,0.13729698386244302,0.002807472195227297,0.0,0,0.4835164835164835,0.4607070819045416,0.847920639067912,0.5406575886772917,Medium Risk
2019-01-07 09:18:55.193519351,14053517.0,Sale,Land,7171.0,Jumeirah,2.0,23.0,3.0,2.0,Parking,North,New,3.43,3.55,3.73,Recession,8.95,11287645.0,1.0,0.06939605555828084,0.23469387755102042,0.0,0,0.9972527472527473,0.8389424620059959,0.9213094144827555,0.7020979289158821,High Risk
2019-01-07 13:41:44.770477047,9278552.0,Sale,Townhouse,948.0,Jumeirah,5.0,49.0,8.0,5.0,Elevator,South,Under Construction,1.85,2.22,3.6,Growth,8.31,14566240.0,186.0,0.3513607990887773,0.0053475935828877,0.0,0,0.489010989010989,0.5142867641776794,0.5873066240271121,0.5369421538765131,Medium Risk
2019-01-07 18:04:34.347434743,12424159.0,Sale,Villa,8271.0,Jumeirah,20.0,37.0,8.0,4.0,Gym,South,Needs Renovation,1.25,4.85,3.93,Stable,0.5,11516810.0,88.0,0.05289357095748837,0.008484292593441871,0.0,0,0.7582417582417582,0.04143440651208202,0.7928344030594359,0.1764837026146424,Low Risk
2019-01-07 22:27:23.924392439,10923461.0,Rent,Townhouse,14621.0,Jumeirah,32.0,30.0,4.0,4.0,Gym,South,Renovated,2.18,3.6,3.71,Recession,2.09,2895057.0,253.0,0.025666310280823713,0.0024104129840912744,0.0,0,0.30494505494505497,0.15227572156942076,0.6997095860358971,0.30071676208921727,Low Risk
2019-01-08 02:50:13.501350135,5247739.0,Rent,Penthouse,3797.0,Business Bay,22.0,16.0,1.0,5.0,"Elevator, Parking, Pool, Gym, Garden",East,Under Construction,3.73,4.08,3.6,Growth,5.06,7665398.0,137.0,0.04855672935788261,0.002366163856847087,1.0,0,0.6236263736263736,0.17711154083527944,0.32414711837850124,0.5438624867046753,Medium Risk
2019-01-08 07:13:03.078307830,2779214.0,Rent,Apartment,7502.0,Dubai Marina,37.0,25.0,5.0,5.0,"Gym, Garden, Elevator, Pool",South,New,2.21,3.47,3.56,Recession,1.65,7665398.0,206.0,0.012081735649644149,0.0024647540175490486,0.75,0,0.4340659340659341,0.030586518796019063,0.1531937040047456,0.24437406639262263,Low Risk
2019-01-08 11:35:52.655265526,1176686.0,Unknown,Penthouse,3914.0,Palm Jumeirah,43.0,33.0,9.0,4.0,Pool,West,Renovated,2.98,2.32,3.64,Stable,4.2,14145069.0,352.0,0.009562226768629408,0.0019078452910909407,0.0,0,0.03296703296703297,0.03296355132874879,0.046209549059132056,0.41802465398253963,Medium Risk
2019-01-08 15:58:42.232223222,11871429.0,Rent,Townhouse,4186.0,Palm Jumeirah,7.0,44.0,8.0,4.0,"Gym, Parking",West,Needs Renovation,3.25,3.85,3.67,Recession,2.86,11689310.0,109.0,0.10098431735046752,0.00816326530612245,0.25,0,0.7005494505494505,0.22646085889383955,0.771671793657824,0.39424440867374655,Medium Risk
2019-01-08 20:21:31.809180918,8762188.0,Rent,Penthouse,2975.0,Downtown Dubai,10.0,9.0,7.0,2.0,"Gym, Pool",West,New,1.53,5.65,3.77,Stable,4.83,7309370.0,208.0,0.10491484550794272,0.0008788204276926082,0.25,0,0.42857142857142855,0.2822824092184905,0.5509231193895301,0.49662171476313993,Medium Risk
2019-01-09 00:44:21.386138613,773436.0,Sale,Land,10923.0,Jumeirah,13.0,36.0,9.0,1.0,"Garden, Gym, Pool, Elevator, Parking",North,Renovated,4.95,4.43,3.64,Unknown,1.43,2885639.0,260.0,0.0012754672912569734,0.0028149190710767065,1.0,0,0.2857142857142857,0.007377080756639141,0.019935790570332755,0.4797556249363813,Medium Risk
2019-01-09 05:07:10.963096309,3129790.0,Sale,Land,14766.0,Unknown,33.0,43.0,4.0,5.0,"Elevator, Pool",East,Under Construction,4.36,2.54,3.97,Growth,1.99,9976741.0,249.0,0.006366157814552264,0.0035102040816326527,0.25,0,0.3159340659340659,0.04154247742697496,0.18114780891882784,0.38158985367457954,Medium Risk
2019-01-09 09:30:00.540054005,3883656.0,Sale,Apartment,2990.0,Downtown Dubai,31.0,29.0,5.0,3.0,"Elevator, Parking, Pool, Garden",South,New,4.45,2.74,3.74,Stable,2.37,5658930.0,289.0,0.04555360961654803,0.0020408163265306124,0.75,0,0.20604395604395603,0.061392203054274314,0.2330496658574924,0.4208506509007511,Medium Risk
2019-01-09 13:52:50.117011701,7702212.0,Rent,Penthouse,13314.0,Jumeirah,2.0,23.0,3.0,3.0,Parking,West,Renovated,1.39,4.12,3.82,Growth,8.9,1494559.0,119.0,0.019585496476309316,0.0039115646258503405,0.0,0,0.6730769230769231,0.4572246039586427,0.4795310923000184,0.6050029922985305,Medium Risk
2019-01-09 18:15:39.693969397,7232312.0,Rent,Townhouse,6398.0,Palm Jumeirah,8.0,5.0,8.0,4.0,"Gym, Parking",West,Needs Renovation,2.53,4.26,3.89,Growth,4.95,792855.0,225.0,0.039486259097774055,0.0004515080368430558,0.25,0,0.38186813186813184,0.23878468544704465,0.4536544913394634,0.5001877457053241,Medium Risk
2019-01-09 22:38:29.270927092,1614336.0,Rent,Penthouse,11940.0,Dubai Marina,38.0,15.0,2.0,4.0,"Pool, Garden, Parking",South,Needs Renovation,2.13,2.43,3.78,Growth,2.46,14512998.0,149.0,0.003597896868753584,0.0020408163265306124,0.5,0,0.5906593406593407,0.02648824327101377,0.07490950313034292,0.2172477578036539,Low Risk
2019-01-10 03:01:18.847884788,5443261.0,Rent,Townhouse,10025.0,Downtown Dubai,8.0,35.0,2.0,3.0,"Gym, Elevator, Garden, Parking, Pool",South,Needs Renovation,3.96,2.6,3.66,Stable,3.62,7665398.0,23.0,0.018303412846978978,0.02976190476190476,1.0,0,0.9368131868131868,0.1314291947280795,0.3382901666712238,0.3780081082539843,Medium Risk
2019-01-10 07:24:08.424842484,13899417.0,Rent,Penthouse,1498.0,Unknown,32.0,18.0,6.0,1.0,"Parking, Pool",North,Needs Renovation,1.86,3.66,3.73,Growth,5.06,13012653.0,257.0,0.3331564753906082,0.0014238253440911248,0.25,0,0.29395604395604397,0.4691062496785906,0.8965084310818136,0.4541019889301522,Medium Risk
2019-01-10 11:46:58.001800180,1933010.0,Rent,Land,4549.0,Dubai Marina,39.0,49.0,3.0,2.0,"Gym, Parking, Pool, Garden",East,Renovated,1.25,4.16,3.75,Stable,1.08,12717023.0,4.0,0.014044662268621437,0.2,0.75,0,0.989010989010989,0.013924575804683963,0.09516841088380713,0.1322208172432536,Low Risk
2019-01-10 16:09:47.578757875,5744165.0,Sale,Land,2789.0,Palm Jumeirah,1.0,18.0,1.0,3.0,"Gym, Garden, Pool",West,Needs Renovation,3.73,5.75,3.76,Stable,1.21,7525518.0,124.0,0.07297910680644545,0.0029387755102040815,0.5,0,0.6593406593406593,0.046359249249111036,0.3579682678646324,0.4325718817159981,Medium Risk
2019-01-10 20:32:37.155715571,7057998.0,Rent,Townhouse,11204.0,Downtown Dubai,42.0,22.0,4.0,4.0,"Elevator, Gym, Pool",Unknown,Needs Renovation,3.19,3.99,3.61,Recession,4.76,12541220.0,76.0,0.02144066210465503,0.0058309037900874635,0.5,0,0.7912087912087912,0.2240849044956489,0.44497552047445027,0.4810232124490385,Medium Risk
2019-01-11 00:55:26.732673267,11377813.0,Rent,Townhouse,12347.0,Palm Jumeirah,23.0,30.0,2.0,2.0,"Gym, Garden, Pool, Parking, Elevator",Unknown,Under Construction,4.09,3.86,4.0,Growth,2.11,10368535.0,243.0,0.031955514700594725,0.002509200401472064,1.0,0,0.3324175824175824,0.16012729397902145,0.7444749283190143,0.42825532641377595,Medium Risk
2019-01-11 05:18:16.309630963,4210836.0,Rent,Villa,9865.0,Dubai Marina,6.0,38.0,3.0,4.0,"Elevator, Pool, Parking",North,Under Construction,1.32,5.32,3.9,Recession,9.4,7665398.0,214.0,0.014115549171422995,0.0036070242050308494,0.5,0,0.41208791208791207,0.26400995213426814,0.24683843084276613,0.6954619030641365,High Risk
2019-01-11 09:41:05.886588658,8616685.0,Sale,Land,2954.0,Dubai Marina,0.0,40.0,7.0,3.0,"Elevator, Pool, Gym, Parking",West,Renovated,3.45,3.7,3.75,Recession,7.33,7665398.0,203.0,0.10389356652759267,0.004001600640256103,0.75,0,0.4423076923076923,0.421277543072522,0.5520863782723058,0.6529410504522357,Medium Risk
2019-01-11 14:03:55.463546354,12824625.0,Sale,Land,14944.0,Palm Jumeirah,25.0,4.0,8.0,5.0,"Garden, Gym",North,New,2.51,4.78,3.99,Unknown,5.06,7665398.0,231.0,0.0296721455499441,0.0003518648838845883,0.25,0,0.36538461538461536,0.4328319480798579,0.8300787264218441,0.5393099312338443,Medium Risk
2019-01-11 18:26:45.040504050,1202954.0,Rent,Townhouse,1960.0,Downtown Dubai,33.0,31.0,9.0,3.0,"Elevator, Pool, Gym",East,Needs Renovation,1.49,4.57,3.73,Growth,8.23,8282722.0,213.0,0.02084705824142564,0.0029563227160022887,0.5,0,0.41483516483516486,0.06603481619520292,0.04680899035519839,0.6007171279109288,Medium Risk
2019-01-11 22:49:34.617461746,7286785.0,Rent,Townhouse,7360.0,Dubai Marina,18.0,41.0,7.0,3.0,"Elevator, Parking, Garden, Pool",East,New,1.71,3.99,3.69,Recession,5.33,1519144.0,248.0,0.0344257138658986,0.003360380296696992,0.75,0,0.31868131868131866,0.2590521984133066,0.4533983106325005,0.4464343903760268,Medium Risk
2019-01-12 03:12:24.194419442,13257003.0,Sale,Penthouse,5699.0,Business Bay,18.0,9.0,9.0,3.0,"Gym, Garden",East,Renovated,2.98,3.05,3.65,Growth,4.27,14020713.0,152.0,0.08260731376611555,0.0012004801920768306,0.25,0,0.5824175824175825,0.3775698845487592,0.8632822206446875,0.42215591521514884,Medium Risk
2019-01-12 07:35:13.771377137,5597342.0,Sale,Townhouse,13001.0,Business Bay,25.0,19.0,5.0,5.0,"Parking, Elevator",West,New,1.61,3.74,3.79,Stable,4.83,12773463.0,345.0,0.01424884686159036,0.0011206794856670993,0.25,0,0.0521978021978022,0.18032381694844304,0.3401715589775786,0.4289036266268092,Medium Risk
2019-01-12 11:58:03.348334833,6641639.0,Rent,Townhouse,1784.0,Dubai Marina,6.0,4.0,5.0,2.0,"Gym, Elevator, Pool",North,New,2.6,2.23,3.88,Recession,4.46,3003558.0,252.0,0.13292209021060222,0.0003226587077518754,0.5,0,0.3076923076923077,0.19757602445959374,0.414183255229268,0.3781218706512786,Medium Risk
2019-01-12 16:20:52.925292529,10390276.0,Sale,Townhouse,14409.0,Jumeirah,26.0,17.0,5.0,5.0,Gym,West,Needs Renovation,3.43,3.91,3.52,Stable,0.9,5576471.0,175.0,0.024728181739317154,0.001971243042671614,0.0,0,0.5192307692307693,0.0623725803253253,0.6724572155113805,0.31987704933057765,Low Risk
2019-01-12 20:43:42.502250225,8189398.0,Unknown,Penthouse,8077.0,Palm Jumeirah,47.0,20.0,4.0,4.0,"Elevator, Pool, Garden, Gym",North,Renovated,2.18,2.3,3.67,Recession,9.34,1981591.0,36.0,0.03528673523288117,0.011031439602868174,0.75,0,0.9010989010989011,0.5101794624441465,0.5162231848425585,0.5575937288499232,Medium Risk
2019-01-13 01:06:32.079207920,5249015.0,Unknown,Apartment,6664.0,Business Bay,47.0,32.0,3.0,3.0,"Parking, Garden, Elevator",West,New,4.88,2.49,3.63,Stable,6.55,1761564.0,247.0,0.02712677726211192,0.0026333113890717576,0.5,0,0.32142857142857145,0.22932068552921872,0.32819870378804367,0.6541231442945646,Medium Risk
2019-01-13 05:29:21.656165616,2397107.0,Sale,Apartment,14283.0,Dubai Marina,35.0,14.0,1.0,1.0,Garden,South,New,2.16,4.07,3.69,Recession,1.85,12195621.0,305.0,0.004774597281385301,0.0009337068160597572,0.0,0,0.1620879120879121,0.02957898492739367,0.12746377410905613,0.318687585414484,Low Risk
2019-01-13 09:52:11.233123312,10245383.0,Rent,Apartment,985.0,Jumeirah,32.0,35.0,8.0,5.0,"Pool, Gym",South,Needs Renovation,3.16,2.73,3.63,Growth,7.17,14759805.0,347.0,0.37349422380545616,0.002052545155993432,0.25,0,0.046703296703296704,0.48997223563442754,0.6607974483327148,0.628830149234053,Medium Risk
2019-01-13 14:15:00.810081008,14679360.0,Sale,Villa,7856.0,Jumeirah,26.0,31.0,5.0,2.0,Gym,North,Renovated,4.58,2.79,3.66,Stable,3.48,10263615.0,74.0,0.06610736555708517,0.008435374149659863,0.0,0,0.7967032967032966,0.3407300859766272,0.9749118571709351,0.4622068228153523,Medium Risk
2019-01-13 18:37:50.387038703,6461539.0,Rent,Land,4464.0,Downtown Dubai,29.0,8.0,2.0,3.0,"Pool, Garden, Elevator",North,New,2.72,3.9,3.7,Stable,0.94,7366045.0,172.0,0.050917061147110775,0.0009437300931933466,0.5,0,0.5274725274725275,0.040512397113155366,0.40255610517176155,0.263096278957332,Low Risk
2019-01-13 23:00:39.963996399,8875544.0,Sale,Townhouse,12556.0,Downtown Dubai,45.0,42.0,1.0,5.0,"Parking, Elevator, Pool",Unknown,Under Construction,4.19,4.73,3.56,Growth,5.06,7826165.0,311.0,0.02421509241719238,0.002747252747252747,0.5,0,0.14560439560439561,0.29955020125644954,0.5739884144782834,0.6628377585373861,High Risk
2019-01-14 03:23:29.540954095,7030169.0,Sale,Apartment,2414.0,Jumeirah,26.0,20.0,5.0,4.0,"Parking, Gym, Pool",North,New,3.87,3.4,3.99,Stable,8.43,6552135.0,29.0,0.10371594166598552,0.013605442176870748,0.5,0,0.9203296703296703,0.39529148331742875,0.44622923623992405,0.685435695236186,High Risk
2019-01-14 07:46:19.117911791,6970630.0,Unknown,Townhouse,12704.0,Jumeirah,21.0,22.0,5.0,3.0,"Parking, Elevator, Gym, Garden",Unknown,New,2.56,3.99,3.81,Recession,5.06,4434690.0,66.0,0.01851036745180274,0.006701187937861712,0.75,0,0.8186813186813187,0.2352592268580095,0.4361698768974919,0.44655970957140817,Medium Risk
2019-01-14 12:09:08.694869487,1683268.0,Sale,Penthouse,4009.0,Downtown Dubai,29.0,13.0,9.0,1.0,"Garden, Parking",West,Renovated,1.98,3.52,3.53,Recession,5.06,11640809.0,103.0,0.013861807808446912,0.002551020408163265,0.25,0,0.717032967032967,0.056810407133189966,0.07936751834391283,0.39320014047333823,Medium Risk
2019-01-14 16:31:58.271827182,2571783.0,Sale,Townhouse,13061.0,Unknown,6.0,17.0,8.0,5.0,Garden,North,New,1.05,2.32,3.88,Stable,2.74,1328519.0,196.0,0.005823181770987206,0.0017611105355847922,0.0,0,0.46153846153846156,0.04700120599793378,0.13730926791503067,0.17193699127470352,Low Risk
